Age,NOC,Sport
28.0,CAN,Basketball
33.0,USA,Hockey
29.0,USA,Athletics
31.0,AUS,Basketball
20.0,RUS,Canoeing
20.0,RUS,Canoeing
23.0,RUS,Water Polo
32.0,IND,Shooting
27.0,JPN,Tennis
27.0,JPN,Tennis
30.0,RUS,Volleyball
27.0,RUS,Shooting
29.0,RUS,Shooting
21.0,RUS,Swimming
21.0,RUS,Swimming
21.0,RUS,Swimming
26.0,RUS,Athletics
34.0,RUS,Volleyball
31.0,GBR,Rowing
27.0,FRA,Rowing
30.0,USA,Football
27.0,USA,Athletics
19.0,AUS,Athletics
19.0,AUS,Athletics
21.0,CHN,Water Polo
26.0,CHN,Hockey
20.0,CHN,Swimming
29.0,CHN,Basketball
25.0,USA,Swimming
25.0,USA,Swimming
25.0,USA,Swimming
21.0,GBR,Football
28.0,FRA,Handball
28.0,RUS,Badminton
28.0,RUS,Badminton
20.0,JPN,Swimming
38.0,FRA,Football
25.0,FRA,Athletics
25.0,FRA,Athletics
25.0,FRA,Athletics
19.0,AUS,Water Polo
29.0,GER,Fencing
29.0,GER,Fencing
23.0,RUS,Badminton
26.0,ITA,Athletics
28.0,ITA,Diving
24.0,USA,Fencing
27.0,USA,Athletics
22.0,USA,Boxing
26.0,GBR,Modern Pentathlon
25.0,JAM,Athletics
27.0,CAN,Boxing
26.0,GER,Athletics
28.0,GER,Weightlifting
40.0,GER,Cycling
24.0,GBR,Swimming
24.0,GBR,Swimming
24.0,AUS,Cycling
26.0,AUS,Swimming
26.0,AUS,Swimming
30.0,AUS,Athletics
23.0,GER,Wrestling
35.0,GBR,Basketball
26.0,USA,Rowing
26.0,GER,Athletics
28.0,GBR,Boxing
25.0,GBR,Taekwondo
31.0,GER,Sailing
34.0,USA,Volleyball
26.0,AUS,Rowing
25.0,GBR,Cycling
27.0,GBR,Rowing
25.0,GER,Swimming
25.0,GER,Swimming
17.0,GBR,Diving
26.0,RUS,Athletics
23.0,RUS,Volleyball
26.0,FRA,Swimming
26.0,FRA,Swimming
31.0,FRA,Equestrianism
31.0,FRA,Equestrianism
24.0,CAN,Athletics
28.0,CAN,Athletics
18.0,ITA,Rhythmic Gymnastics
28.0,ITA,Rowing
28.0,GER,Swimming
28.0,GER,Swimming
28.0,GER,Swimming
28.0,GER,Swimming
25.0,USA,Water Polo
19.0,USA,Water Polo
29.0,AUS,Athletics
31.0,GER,Table Tennis
31.0,GER,Trampolining
29.0,GER,Weightlifting
31.0,HUN,Water Polo
30.0,CAN,Athletics
22.0,RUS,Archery
22.0,RUS,Archery
24.0,USA,Modern Pentathlon
29.0,GER,Diving
29.0,GER,Diving
23.0,GER,Volleyball
29.0,USA,Cycling
26.0,USA,Judo
24.0,AUS,Athletics
29.0,GBR,Taekwondo
23.0,GBR,Basketball
22.0,CAN,Football
28.0,JAM,Athletics
28.0,JAM,Athletics
26.0,AUS,Canoeing
26.0,AUS,Canoeing
26.0,AUS,Canoeing
25.0,FRA,Sailing
28.0,GER,Hockey
27.0,AUS,Swimming
27.0,AUS,Swimming
35.0,GBR,Athletics
27.0,USA,Rowing
30.0,GBR,Football
27.0,USA,Sailing
21.0,GER,Athletics
34.0,GBR,Hockey
28.0,AUS,Tennis
28.0,AUS,Tennis
28.0,AUS,Tennis
33.0,GBR,Canoeing
41.0,AUS,Sailing
25.0,GER,Hockey
36.0,ITA,Athletics
24.0,AUS,Diving
24.0,AUS,Diving
24.0,FRA,Swimming
24.0,FRA,Swimming
30.0,GER,Athletics
30.0,USA,Athletics
22.0,GBR,Football
22.0,CHN,Athletics
22.0,CHN,Athletics
23.0,CHN,Shooting
24.0,GER,Diving
24.0,GER,Diving
31.0,JPN,Badminton
35.0,JPN,Fencing
35.0,JPN,Fencing
19.0,JPN,Football
27.0,JPN,Judo
36.0,JPN,Equestrianism
20.0,CHN,Gymnastics
20.0,CHN,Gymnastics
20.0,CHN,Gymnastics
24.0,RUS,Swimming
24.0,RUS,Fencing
24.0,AUS,Volleyball
32.0,GBR,Basketball
26.0,AUS,Swimming
26.0,AUS,Swimming
23.0,CAN,Cycling
23.0,CAN,Cycling
28.0,AUS,Basketball
22.0,CHN,Water Polo
24.0,CHN,Rowing
23.0,CHN,Hockey
22.0,CHN,Synchronized Swimming
20.0,CHN,Swimming
20.0,CHN,Swimming
20.0,CHN,Swimming
20.0,CHN,Swimming
24.0,CHN,Water Polo
24.0,CHN,Athletics
23.0,CHN,Swimming
23.0,CHN,Swimming
26.0,CHN,Basketball
19.0,CHN,Fencing
19.0,CHN,Fencing
25.0,CHN,Water Polo
31.0,JPN,Sailing
24.0,AUS,Cycling
27.0,JPN,Boxing
20.0,USA,Swimming
36.0,USA,Volleyball
22.0,JPN,Football
21.0,JPN,Swimming
21.0,JPN,Swimming
21.0,JPN,Swimming
24.0,JPN,Boxing
24.0,JPN,Athletics
21.0,RUS,Athletics
33.0,RUS,Rowing
23.0,AUS,Hockey
24.0,AUS,Rowing
29.0,IND,Archery
29.0,IND,Archery
28.0,USA,Athletics
25.0,RUS,Sailing
28.0,HUN,Athletics
25.0,HUN,Canoeing
44.0,USA,Shooting
44.0,USA,Shooting
29.0,HUN,Fencing
23.0,HUN,Tennis
23.0,HUN,Tennis
34.0,HUN,Water Polo
19.0,HUN,Swimming
23.0,HUN,Rowing
22.0,HUN,Fencing
15.0,HUN,Swimming
30.0,HUN,Water Polo
16.0,HUN,Swimming
16.0,HUN,Swimming
16.0,HUN,Swimming
24.0,HUN,Water Polo
28.0,JPN,Sailing
21.0,JPN,Judo
23.0,GBR,Swimming
23.0,JPN,Badminton
26.0,HUN,Swimming
26.0,HUN,Swimming
27.0,HUN,Water Polo
29.0,JPN,Sailing
19.0,JPN,Swimming
28.0,JPN,Athletics
28.0,JPN,Athletics
27.0,JPN,Swimming
18.0,JPN,Swimming
18.0,JPN,Swimming
23.0,JPN,Athletics
23.0,JPN,Athletics
21.0,JPN,Football
23.0,JPN,Wrestling
38.0,JPN,Rowing
27.0,JPN,Equestrianism
34.0,JPN,Volleyball
21.0,GBR,Athletics
27.0,AUS,Athletics
27.0,AUS,Athletics
26.0,IND,Archery
26.0,IND,Archery
28.0,USA,Cycling
20.0,ITA,Athletics
37.0,FRA,Athletics
24.0,CHN,Athletics
34.0,AUS,Table Tennis
40.0,CHN,Shooting
39.0,ITA,Table Tennis
24.0,JPN,Football
20.0,JPN,Hockey
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
20.0,JPN,Rhythmic Gymnastics
25.0,JPN,Gymnastics
25.0,JPN,Gymnastics
25.0,JPN,Gymnastics
25.0,JPN,Gymnastics
25.0,JPN,Gymnastics
27.0,JPN,Equestrianism
27.0,JPN,Equestrianism
22.0,JPN,Gymnastics
22.0,JPN,Gymnastics
22.0,JPN,Gymnastics
22.0,JPN,Gymnastics
27.0,GBR,Swimming
27.0,GBR,Swimming
30.0,CAN,Football
26.0,CHN,Rowing
19.0,CHN,Swimming
19.0,CHN,Swimming
19.0,CHN,Swimming
19.0,CHN,Swimming
29.0,JPN,Athletics
23.0,RUS,Water Polo
24.0,GER,Judo
39.0,ITA,Fencing
39.0,ITA,Fencing
25.0,AUS,Wrestling
25.0,RUS,Athletics
26.0,AUS,Swimming
26.0,AUS,Swimming
22.0,USA,Athletics
28.0,USA,Swimming
22.0,GER,Canoeing
23.0,JPN,Swimming
23.0,JPN,Swimming
20.0,JPN,Athletics
25.0,CAN,Basketball
26.0,CAN,Basketball
30.0,USA,Basketball
26.0,POR,Athletics
30.0,JPN,Triathlon
20.0,CAN,Canoeing
33.0,USA,Athletics
33.0,USA,Athletics
22.0,USA,Athletics
27.0,AUS,Hockey
31.0,GBR,Volleyball
21.0,GBR,Boxing
23.0,GBR,Football
25.0,USA,Hockey
22.0,FRA,Judo
30.0,USA,Athletics
33.0,ITA,Water Polo
26.0,FRA,Cycling
24.0,CHN,Water Polo
20.0,CHN,Canoeing
27.0,JPN,Swimming
27.0,JPN,Swimming
16.0,JPN,Gymnastics
16.0,JPN,Gymnastics
16.0,JPN,Gymnastics
16.0,JPN,Gymnastics
16.0,JPN,Gymnastics
26.0,GER,Athletics
27.0,FRA,Shooting
38.0,GBR,Archery
38.0,GBR,Archery
36.0,FRA,Handball
30.0,ITA,Shooting
36.0,RUS,Volleyball
37.0,GER,Cycling
18.0,IND,Boxing
23.0,CAN,Athletics
20.0,FRA,Fencing
20.0,FRA,Fencing
27.0,GER,Rowing
25.0,GER,Judo
24.0,GER,Rowing
26.0,FRA,Football
22.0,IND,Athletics
26.0,USA,Swimming
26.0,USA,Swimming
26.0,GBR,Cycling
23.0,CAN,Synchronized Swimming
23.0,GBR,Gymnastics
23.0,GBR,Gymnastics
23.0,GBR,Gymnastics
23.0,GBR,Gymnastics
23.0,GBR,Gymnastics
23.0,GBR,Gymnastics
23.0,GBR,Gymnastics
23.0,GBR,Gymnastics
31.0,GBR,Hockey
26.0,AUS,Athletics
25.0,FRA,Football
31.0,GBR,Athletics
27.0,USA,Volleyball
24.0,ISV,Sailing
24.0,USA,Shooting
31.0,USA,Fencing
52.0,CAN,Rowing
51.0,GER,Equestrianism
51.0,GER,Equestrianism
51.0,GBR,Equestrianism
51.0,GBR,Equestrianism
29.0,CAN,Basketball
24.0,GBR,Rowing
27.0,USA,Volleyball
26.0,CHN,Rowing
25.0,CHN,Badminton
27.0,RUS,Table Tennis
24.0,RUS,Swimming
24.0,RUS,Swimming
23.0,RUS,Synchronized Swimming
26.0,CAN,Football
18.0,RUS,Archery
18.0,RUS,Archery
26.0,ITA,Wrestling
29.0,GBR,Hockey
28.0,USA,Athletics
31.0,IND,Hockey
37.0,FRA,Shooting
37.0,FRA,Shooting
30.0,GER,Volleyball
18.0,CAN,Rhythmic Gymnastics
42.0,RUS,Shooting
21.0,GER,Gymnastics
21.0,GER,Gymnastics
21.0,GER,Gymnastics
28.0,JPN,Football
32.0,GER,Judo
31.0,USA,Volleyball
37.0,RUS,Athletics
26.0,ITA,Archery
26.0,ITA,Archery
19.0,AUS,Tennis
23.0,AUS,Cycling
31.0,JPN,Modern Pentathlon
28.0,JPN,Sailing
23.0,GBR,Football
30.0,GBR,Athletics
25.0,FRA,Gymnastics
25.0,FRA,Gymnastics
25.0,FRA,Gymnastics
25.0,FRA,Gymnastics
25.0,FRA,Gymnastics
25.0,FRA,Gymnastics
25.0,FRA,Gymnastics
24.0,CHN,Cycling
29.0,CHN,Judo
38.0,AUS,Equestrianism
38.0,AUS,Equestrianism
33.0,RUS,Boxing
21.0,HUN,Modern Pentathlon
27.0,HUN,Canoeing
25.0,HUN,Water Polo
38.0,HUN,Table Tennis
28.0,RUS,Wrestling
33.0,AUS,Diving
17.0,PAK,Hockey
32.0,FRA,Equestrianism
32.0,FRA,Equestrianism
26.0,GBR,Rowing
31.0,USA,Hockey
20.0,AUS,Swimming
20.0,AUS,Swimming
27.0,FRA,Basketball
25.0,ITA,Volleyball
24.0,CAN,Wrestling
30.0,CAN,Triathlon
24.0,AUS,Athletics
26.0,RUS,Athletics
26.0,RUS,Athletics
33.0,GBR,Rowing
28.0,CAN,Judo
25.0,GBR,Fencing
25.0,GBR,Fencing
20.0,GBR,Cycling
20.0,GBR,Cycling
29.0,USA,Athletics
29.0,USA,Athletics
29.0,USA,Rowing
26.0,ITA,Equestrianism
24.0,RUS,Wrestling
24.0,RUS,Weightlifting
27.0,RUS,Athletics
27.0,FRA,Tennis
27.0,FRA,Tennis
19.0,JPN,Gymnastics
19.0,JPN,Gymnastics
28.0,GBR,Triathlon
51.0,RUS,Equestrianism
23.0,RUS,Athletics
24.0,FRA,Canoeing
15.0,GBR,Gymnastics
15.0,GBR,Gymnastics
15.0,GBR,Gymnastics
15.0,GBR,Gymnastics
15.0,GBR,Gymnastics
29.0,USA,Sailing
27.0,RUS,Handball
29.0,FRA,Basketball
31.0,GBR,Athletics
28.0,AUS,Hockey
23.0,GBR,Swimming
37.0,USA,Shooting
19.0,GBR,Swimming
19.0,GBR,Swimming
19.0,GBR,Swimming
25.0,ITA,Swimming
25.0,ITA,Swimming
29.0,RUS,Tennis
28.0,AUS,Volleyball
27.0,GBR,Gymnastics
27.0,GBR,Gymnastics
27.0,GBR,Gymnastics
21.0,GBR,Hockey
23.0,CAN,Swimming
20.0,ITA,Triathlon
27.0,USA,Athletics
17.0,JPN,Swimming
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
28.0,JPN,Triathlon
24.0,JPN,Swimming
24.0,JPN,Swimming
24.0,JPN,Swimming
24.0,JPN,Swimming
29.0,JPN,Judo
27.0,JPN,Trampolining
24.0,USA,Athletics
26.0,RUS,Athletics
23.0,RUS,Beach Volleyball
28.0,GER,Athletics
20.0,IND,Swimming
21.0,GER,Weightlifting
27.0,RUS,Taekwondo
28.0,USA,Boxing
33.0,GER,Athletics
31.0,HUN,Judo
24.0,GBR,Hockey
46.0,USA,Shooting
41.0,USA,Shooting
41.0,USA,Shooting
36.0,JPN,Rowing
25.0,RUS,Wrestling
20.0,JPN,Football
23.0,RUS,Trampolining
26.0,JPN,Athletics
18.0,IND,Hockey
20.0,CAN,Gymnastics
20.0,CAN,Gymnastics
20.0,CAN,Gymnastics
20.0,CAN,Gymnastics
20.0,CAN,Gymnastics
20.0,CAN,Gymnastics
30.0,HUN,Handball
29.0,HUN,Canoeing
29.0,HUN,Canoeing
32.0,CAN,Modern Pentathlon
42.0,ITA,Archery
42.0,ITA,Archery
28.0,ITA,Boxing
22.0,CAN,Judo
19.0,CAN,Swimming
19.0,CAN,Swimming
19.0,CAN,Swimming
21.0,GBR,Handball
23.0,USA,Cycling
30.0,CAN,Canoeing
29.0,AUS,Shooting
29.0,AUS,Shooting
33.0,USA,Sailing
28.0,USA,Swimming
29.0,GBR,Basketball
37.0,CAN,Rowing
27.0,USA,Water Polo
28.0,HUN,Water Polo
25.0,HUN,Water Polo
24.0,HUN,Boxing
37.0,HUN,Water Polo
34.0,HUN,Rowing
26.0,USA,Wrestling
21.0,GBR,Cycling
21.0,POR,Canoeing
21.0,POR,Canoeing
22.0,USA,Judo
28.0,RUS,Canoeing
27.0,RUS,Triathlon
24.0,RUS,Beach Volleyball
25.0,FRA,Boxing
22.0,RUS,Shooting
22.0,RUS,Shooting
23.0,ITA,Fencing
26.0,AUS,Badminton
30.0,GER,Weightlifting
27.0,RUS,Fencing
41.0,AUS,Shooting
23.0,CAN,Cycling
25.0,POR,Swimming
27.0,ITA,Rowing
34.0,CAN,Wrestling
24.0,ITA,Judo
37.0,GER,Shooting
37.0,GER,Shooting
19.0,AUS,Rowing
29.0,GBR,Rowing
23.0,HUN,Swimming
23.0,HUN,Swimming
23.0,HUN,Swimming
23.0,HUN,Swimming
23.0,HUN,Swimming
23.0,HUN,Swimming
20.0,FRA,Wrestling
25.0,RUS,Tennis
25.0,RUS,Tennis
38.0,ITA,Fencing
38.0,ITA,Fencing
20.0,FRA,Athletics
20.0,FRA,Athletics
28.0,FRA,Triathlon
36.0,POR,Athletics
36.0,POR,Athletics
23.0,RUS,Basketball
31.0,FRA,Football
32.0,USA,Water Polo
22.0,GBR,Handball
23.0,GBR,Water Polo
29.0,ITA,Tennis
29.0,ITA,Tennis
29.0,ITA,Tennis
19.0,USA,Trampolining
25.0,USA,Diving
24.0,IND,Tennis
24.0,IND,Tennis
25.0,RUS,Badminton
23.0,IND,Hockey
22.0,USA,Hockey
21.0,GER,Swimming
23.0,ITA,Cycling
23.0,ITA,Cycling
38.0,ITA,Athletics
23.0,USA,Rowing
21.0,RUS,Wrestling
24.0,RUS,Boxing
31.0,RUS,Basketball
21.0,GER,Cycling
21.0,GER,Cycling
21.0,GER,Cycling
23.0,GER,Judo
27.0,RUS,Volleyball
24.0,USA,Swimming
24.0,USA,Swimming
24.0,USA,Swimming
29.0,RUS,Wrestling
20.0,GER,Swimming
20.0,GER,Swimming
20.0,GER,Swimming
21.0,RUS,Wrestling
24.0,RUS,Trampolining
26.0,RUS,Basketball
23.0,RUS,Beach Volleyball
20.0,USA,Swimming
28.0,RUS,Swimming
28.0,RUS,Swimming
23.0,GBR,Basketball
22.0,GER,Fencing
22.0,GER,Fencing
34.0,GER,Canoeing
34.0,GER,Canoeing
31.0,USA,Athletics
22.0,GBR,Canoeing
22.0,GBR,Canoeing
29.0,JAM,Athletics
22.0,GBR,Swimming
22.0,GBR,Swimming
28.0,AUS,Canoeing
18.0,AUS,Swimming
22.0,GER,Swimming
22.0,GBR,Water Polo
33.0,USA,Beach Volleyball
31.0,GBR,Hockey
32.0,USA,Football
27.0,CHN,Sailing
20.0,CHN,Swimming
26.0,CAN,Table Tennis
25.0,CHN,Modern Pentathlon
14.0,CHN,Swimming
28.0,CHN,Table Tennis
28.0,CHN,Table Tennis
19.0,CHN,Diving
28.0,CHN,Judo
26.0,CHN,Athletics
24.0,CHN,Wrestling
29.0,CHN,Fencing
29.0,CHN,Fencing
20.0,CHN,Hockey
22.0,CHN,Rowing
26.0,CHN,Weightlifting
20.0,USA,Badminton
18.0,CHN,Swimming
18.0,CHN,Swimming
18.0,CHN,Swimming
29.0,CHN,Basketball
18.0,CHN,Swimming
29.0,CHN,Shooting
23.0,CHN,Rowing
20.0,USA,Table Tennis
29.0,CHN,Sailing
38.0,CHN,Shooting
23.0,CHN,Badminton
30.0,CHN,Sailing
26.0,CHN,Badminton
22.0,CHN,Boxing
21.0,CHN,Athletics
24.0,CHN,Water Polo
24.0,CHN,Badminton
24.0,CHN,Volleyball
23.0,CHN,Water Polo
20.0,CHN,Athletics
24.0,CHN,Shooting
33.0,CHN,Basketball
23.0,PAK,Hockey
29.0,GBR,Athletics
19.0,AUS,Boxing
36.0,USA,Equestrianism
36.0,USA,Equestrianism
28.0,AUS,Badminton
22.0,GBR,Shooting
22.0,CAN,Athletics
25.0,CAN,Athletics
25.0,CAN,Athletics
20.0,AUS,Diving
25.0,USA,Boxing
25.0,GER,Swimming
24.0,JPN,Canoeing
15.0,JPN,Swimming
25.0,JPN,Swimming
28.0,JPN,Cycling
28.0,JPN,Cycling
31.0,GBR,Diving
31.0,GBR,Diving
29.0,USA,Cycling
35.0,AUS,Rowing
20.0,GBR,Tennis
20.0,GBR,Tennis
24.0,AUS,Athletics
30.0,GBR,Modern Pentathlon
23.0,GER,Canoeing
23.0,GER,Canoeing
24.0,AUS,Water Polo
29.0,CHN,Shooting
23.0,CHN,Volleyball
22.0,CHN,Basketball
20.0,CHN,Athletics
21.0,GBR,Athletics
33.0,AUS,Athletics
22.0,CAN,Swimming
30.0,GER,Hockey
26.0,USA,Swimming
27.0,AUS,Sailing
22.0,JAM,Athletics
33.0,ITA,Athletics
29.0,AUS,Athletics
29.0,AUS,Athletics
30.0,USA,Athletics
32.0,GBR,Rowing
22.0,CAN,Athletics
36.0,USA,Cycling
24.0,CAN,Synchronized Swimming
25.0,GER,Cycling
25.0,USA,Swimming
27.0,GER,Rowing
28.0,USA,Water Polo
17.0,GER,Swimming
17.0,GER,Swimming
26.0,GER,Hockey
30.0,GER,Hockey
30.0,GER,Fencing
25.0,GER,Hockey
23.0,USA,Basketball
32.0,AUS,Water Polo
30.0,USA,Basketball
24.0,USA,Athletics
20.0,GBR,Gymnastics
20.0,GBR,Gymnastics
20.0,GBR,Gymnastics
20.0,GBR,Gymnastics
20.0,GBR,Gymnastics
32.0,USA,Rowing
22.0,AUS,Volleyball
29.0,GBR,Handball
23.0,GBR,Football
24.0,GBR,Hockey
22.0,ISV,Swimming
37.0,CAN,Triathlon
25.0,USA,Athletics
26.0,GBR,Rowing
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
32.0,CAN,Cycling
32.0,CAN,Cycling
22.0,AUS,Sailing
25.0,JAM,Athletics
25.0,JAM,Athletics
25.0,GER,Rowing
30.0,GBR,Volleyball
17.0,USA,Gymnastics
17.0,USA,Gymnastics
17.0,USA,Gymnastics
17.0,USA,Gymnastics
17.0,USA,Gymnastics
25.0,GER,Athletics
33.0,GER,Canoeing
32.0,GBR,Cycling
32.0,GBR,Cycling
25.0,GBR,Water Polo
22.0,GER,Hockey
29.0,GER,Sailing
27.0,GER,Rowing
25.0,CAN,Swimming
25.0,CAN,Swimming
25.0,CAN,Swimming
25.0,CAN,Swimming
22.0,CAN,Rowing
26.0,CAN,Rowing
30.0,CAN,Football
24.0,USA,Fencing
23.0,FRA,Synchronized Swimming
24.0,GBR,Handball
30.0,GBR,Athletics
30.0,GBR,Athletics
23.0,GBR,Judo
28.0,USA,Basketball
28.0,GBR,Football
26.0,USA,Fencing
26.0,USA,Fencing
28.0,USA,Athletics
23.0,JAM,Athletics
28.0,USA,Athletics
18.0,AUS,Volleyball
27.0,AUS,Equestrianism
27.0,AUS,Equestrianism
24.0,GBR,Football
28.0,GBR,Athletics
27.0,GBR,Rowing
30.0,USA,Tennis
30.0,USA,Tennis
26.0,JAM,Athletics
22.0,JAM,Athletics
21.0,GBR,Fencing
32.0,USA,Tennis
32.0,USA,Tennis
30.0,JAM,Athletics
30.0,JAM,Athletics
40.0,GBR,Archery
40.0,GBR,Archery
21.0,GBR,Swimming
25.0,USA,Sailing
33.0,AUS,Athletics
19.0,GBR,Swimming
20.0,AUS,Cycling
30.0,GBR,Archery
30.0,GBR,Archery
28.0,GBR,Hockey
28.0,GBR,Rowing
25.0,JAM,Athletics
35.0,GBR,Equestrianism
35.0,GBR,Equestrianism
25.0,GBR,Shooting
27.0,USA,Water Polo
26.0,GBR,Water Polo
29.0,GER,Hockey
20.0,GER,Boxing
20.0,GER,Diving
30.0,GER,Judo
26.0,GBR,Modern Pentathlon
34.0,AUS,Water Polo
19.0,AUS,Boxing
31.0,AUS,Athletics
30.0,GER,Cycling
30.0,GER,Cycling
24.0,CAN,Swimming
24.0,CAN,Swimming
21.0,AUS,Archery
29.0,AUS,Basketball
24.0,CAN,Tennis
24.0,CAN,Tennis
24.0,USA,Fencing
35.0,USA,Water Polo
24.0,AUS,Swimming
24.0,AUS,Swimming
30.0,CAN,Sailing
21.0,AUS,Athletics
16.0,USA,Table Tennis
34.0,GER,Table Tennis
34.0,GER,Table Tennis
23.0,CHN,Weightlifting
25.0,CHN,Taekwondo
20.0,AUS,Diving
26.0,CHN,Diving
26.0,CHN,Diving
25.0,CHN,Swimming
25.0,CHN,Swimming
30.0,CHN,Beach Volleyball
24.0,CHN,Judo
26.0,CHN,Canoeing
25.0,CHN,Synchronized Swimming
26.0,USA,Archery
26.0,USA,Archery
25.0,ITA,Rowing
29.0,CAN,Athletics
34.0,FRA,Table Tennis
26.0,CHN,Athletics
22.0,CHN,Athletics
18.0,CHN,Athletics
15.0,CHN,Swimming
21.0,CHN,Archery
21.0,CHN,Archery
20.0,CHN,Fencing
27.0,CHN,Badminton
29.0,CHN,Rowing
16.0,CHN,Swimming
21.0,CHN,Archery
21.0,CHN,Archery
24.0,CHN,Sailing
24.0,CHN,Judo
26.0,CHN,Beach Volleyball
25.0,CHN,Hockey
24.0,CHN,Volleyball
23.0,CHN,Beach Volleyball
26.0,FRA,Basketball
22.0,IND,Wrestling
20.0,IND,Boxing
20.0,JPN,Weightlifting
33.0,JPN,Shooting
33.0,JPN,Shooting
33.0,JPN,Shooting
28.0,RUS,Fencing
28.0,RUS,Fencing
20.0,JPN,Athletics
20.0,JPN,Athletics
21.0,JPN,Football
29.0,JPN,Volleyball
28.0,JPN,Cycling
28.0,JPN,Athletics
20.0,JPN,Athletics
31.0,JPN,Hockey
22.0,JPN,Football
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
23.0,JPN,Gymnastics
21.0,JPN,Modern Pentathlon
38.0,GBR,Athletics
28.0,JPN,Athletics
24.0,CHN,Water Polo
23.0,CHN,Volleyball
22.0,PRK,Wrestling
28.0,CHN,Judo
24.0,CHN,Athletics
20.0,CHN,Swimming
32.0,GBR,Football
28.0,JPN,Football
17.0,CHN,Gymnastics
17.0,CHN,Gymnastics
17.0,CHN,Gymnastics
17.0,CHN,Gymnastics
17.0,CHN,Gymnastics
16.0,CHN,Swimming
27.0,RUS,Shooting
23.0,JPN,Canoeing
16.0,CHN,Swimming
16.0,CHN,Swimming
16.0,CHN,Swimming
20.0,RUS,Swimming
20.0,RUS,Swimming
20.0,RUS,Swimming
24.0,RUS,Shooting
24.0,RUS,Shooting
24.0,RUS,Shooting
26.0,RUS,Athletics
24.0,RUS,Weightlifting
24.0,CHN,Basketball
24.0,CHN,Basketball
23.0,CHN,Shooting
20.0,CHN,Athletics
20.0,FRA,Boxing
24.0,JPN,Athletics
25.0,JPN,Wrestling
20.0,JPN,Synchronized Swimming
23.0,JPN,Football
29.0,JPN,Wrestling
28.0,JPN,Sailing
27.0,JPN,Athletics
27.0,JPN,Athletics
25.0,GBR,Sailing
23.0,USA,Tennis
22.0,USA,Athletics
31.0,USA,Athletics
27.0,AUS,Cycling
20.0,AUS,Water Polo
28.0,CHN,Rowing
24.0,CHN,Shooting
29.0,CHN,Canoeing
26.0,CHN,Badminton
25.0,CHN,Shooting
25.0,AUS,Volleyball
31.0,JPN,Equestrianism
31.0,JPN,Equestrianism
27.0,JPN,Wrestling
27.0,JPN,Wrestling
19.0,PRK,Football
20.0,PRK,Football
23.0,PRK,Wrestling
25.0,USA,Athletics
30.0,RUS,Tennis
30.0,RUS,Tennis
30.0,RUS,Tennis
32.0,RUS,Cycling
32.0,RUS,Cycling
25.0,RUS,Judo
26.0,RUS,Weightlifting
21.0,AUS,Water Polo
34.0,RUS,Athletics
27.0,USA,Fencing
21.0,RUS,Diving
21.0,RUS,Diving
21.0,RUS,Diving
25.0,RUS,Boxing
35.0,ITA,Sailing
26.0,RUS,Athletics
23.0,ITA,Volleyball
25.0,USA,Rowing
30.0,CAN,Athletics
30.0,CAN,Athletics
27.0,GER,Hockey
29.0,GER,Hockey
22.0,CHN,Volleyball
22.0,USA,Rhythmic Gymnastics
23.0,CHN,Gymnastics
23.0,CHN,Gymnastics
23.0,CHN,Gymnastics
23.0,CHN,Gymnastics
23.0,CHN,Gymnastics
26.0,CHN,Wrestling
24.0,CHN,Swimming
27.0,CHN,Basketball
22.0,CHN,Rowing
19.0,CHN,Swimming
27.0,CHN,Rowing
21.0,CHN,Athletics
25.0,CHN,Canoeing
26.0,CHN,Shooting
24.0,CHN,Weightlifting
24.0,CHN,Table Tennis
24.0,CHN,Table Tennis
29.0,CHN,Athletics
24.0,CHN,Water Polo
31.0,CHN,Cycling
27.0,CHN,Volleyball
23.0,CHN,Athletics
25.0,CHN,Rowing
29.0,CHN,Fencing
16.0,USA,Table Tennis
16.0,USA,Table Tennis
23.0,CHN,Cycling
23.0,CHN,Cycling
23.0,CHN,Cycling
23.0,CAN,Table Tennis
22.0,CHN,Badminton
25.0,CHN,Athletics
23.0,CHN,Tennis
31.0,CHN,Shooting
26.0,CHN,Athletics
27.0,CHN,Beach Volleyball
27.0,CHN,Volleyball
23.0,CHN,Athletics
36.0,CHN,Rowing
27.0,CHN,Rowing
23.0,CHN,Rowing
18.0,CHN,Diving
25.0,CHN,Triathlon
28.0,CHN,Hockey
24.0,CHN,Basketball
29.0,CHN,Boxing
24.0,CHN,Athletics
24.0,CHN,Swimming
21.0,CHN,Swimming
21.0,CHN,Swimming
22.0,CHN,Wrestling
22.0,CHN,Basketball
